ar_mois,ar_vol,ae_ash,ar_fc,ar_sul,ar_hhv,ar_lhv,ar_oxy_exc
29.854,29.283,20.402,20.461,2.463,3305.773,3019.378,8.238
28.843,28.743,23.122,19.292,2.601,3206.032,2923.811,8.225
30.327,27.876,21.684,20.113,2.432,3191.543,2903.199,8.481
30.882,29.162,19.146,20.81,2.366,3367.01,3076.371,8.653
32.53,27.98,19.393,20.096,2.284,3166.923,2869.481,8.697
29.568,28.596,23.713,18.123,2.272,3058.016,2772.8,8.386
30.639,29.656,18.947,20.758,2.199,3342.608,3052.973,8.924
30.285,29.314,21.221,19.18,2.351,3168.625,2880.452,8.842
29.537,29.497,23.323,17.643,2.488,3078.905,2793.821,8.561
30.268,29.253,20.89,19.589,2.41,3193.132,2905.03,9.023
29.889,29.442,21.167,19.502,2.108,3204.598,2918.061,9.264
29.309,28.661,21.746,20.283,2.088,3226.785,2942.64,9.257
29.688,28.824,22.432,19.056,2.131,3152.871,2867.162,8.928
27.178,29.877,22.882,20.063,2.227,3285.247,3009.898,9.461
28.513,28.405,24.293,18.789,2.217,3074.463,2793.605,9.031
28.268,29.265,21.981,20.486,1.836,3249.524,2969.677,9.693
29.108,28.983,20.959,20.95,2.204,3336.56,3053.246,9.214
30.241,29.553,19.782,20.424,2.243,3263.137,2975.147,9.334
30.203,30.134,17.031,22.632,2.154,3508.118,3220.285,9.702
27.401,31.081,19.877,21.641,2.1,3460.109,3183.843,9.886
28.912,30.482,19.594,21.012,2.131,3374.981,3092.476,9.702
30.098,29.631,22.036,18.235,2.208,3120.529,2833.128,8.969
29.55,29.958,20.4,20.092,2.317,3310.5,3025.361,8.683
29.728,29.482,21.144,19.646,2.382,3224.967,2939.092,8.805
28.891,29.099,22.858,19.152,2.336,3179.761,2897.342,8.702
30.837,29.053,18.421,21.69,2.235,3438.049,3147.597,8.421
30.125,29.798,17.787,22.29,2.461,3567.376,3279.862,8.177
31.106,30.382,16.204,22.309,2.244,3581.343,3289.782,8.712
29.807,30.482,16.966,22.745,2.253,3583.207,3297.006,9.044
28.627,31.109,16.465,23.8,2.248,3684.236,3402.907,9.282
29.741,31.66,14.416,24.183,1.805,3730.508,3444.58,9.901
29.656,29.91,20.188,20.246,2.073,3282.616,2997.037,9.449
28.756,29.838,20.998,20.408,2.172,3255.319,2973.458,9.153
28.742,30.004,21.452,19.802,2.326,3238.849,2957.046,8.986
29.293,30.104,18.626,21.977,2.127,3421.094,3137.017,9.49
30.962,29.575,20.535,18.928,2.195,3177.384,2886.418,8.469
30.187,30.052,21.335,18.426,2.442,3183.917,2896.15,8.394
29.801,29.94,20.713,19.547,2.381,3250.136,2963.962,8.761
30.091,29.068,20.621,20.221,2.087,3191.174,2903.803,9.169
29.515,30.509,20.448,19.529,1.847,3214.265,2929.27,9.545
30.801,29.847,21.55,17.802,2.22,3081.901,2791.6,8.742
29.166,30.587,21.666,18.58,2.063,3153.98,2870.425,9.455
26.794,31.937,21.577,19.692,2.202,3316.957,3043.197,9.701
30.077,30.427,19.828,19.668,1.902,3229.734,2942.418,9.401
29.576,30.438,19.502,20.484,1.998,3298.144,3012.895,9.632
