p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,u_ar_car,u_ar_nit,u_ar_hyd_exc,u_ar_oxy_exc
28.29,29.89,25.31,16.51,3.988,33.17,1.161,2.441,5.635
28.25,26.42,29.13,16.2,2.914,29.533,1.109,2.25,6.817
28.48,25.12,32.02,14.38,2.919,27.137,0.932,2.23,6.283
28.68,29.43,23.34,18.55,4.228,33.882,1.064,2.528,6.279
26.72,27.4,29.32,16.56,2.943,30.326,0.999,2.365,7.328
29.17,26.26,28.44,16.13,3.133,29.525,1.077,2.289,6.367
28.1,28.46,26.5,16.94,4.034,32.007,1.122,2.684,5.549
27.67,27.24,28.06,17.03,2.906,30.943,1.104,2.373,6.942
27.34,27.38,28.69,16.59,3.434,30.59,1.087,2.339,6.518
29.22,28.49,23.3,18.99,3.721,33.864,1.237,2.783,5.872
28.03,26.33,28.02,17.62,2.866,30.709,1.117,2.347,6.913
28.5,29.36,23.04,19.1,3.726,34.393,1.199,2.533,6.608
27.64,26.38,29.23,16.75,2.883,30.101,1.092,2.328,6.723
28.57,26.45,26.27,18.71,2.764,31.787,1.157,2.428,7.027
26.95,26.47,31.01,15.57,3.037,29.025,1.1,2.493,6.385
26.96,26.8,26.73,19.51,4.357,32.663,1.141,2.67,5.479
27.53,26.54,29.43,16.5,2.862,29.688,1.122,2.548,6.819
28.02,26.52,28.2,17.26,2.83,31.25,1.214,2.614,5.872
27.7,26.66,29.62,16.02,2.895,30.063,1.106,2.561,6.059
26.56,26.14,30.57,16.73,3.621,30.533,1.113,2.669,4.937
29.12,27.2,25.15,18.53,2.614,32.491,1.206,2.806,6.61
28.5,26.18,28.71,16.61,2.82,29.67,1.112,2.618,6.572
27.3,27.56,27.44,17.7,2.88,31.422,1.163,2.496,7.305
28.79,26.31,27.84,17.06,2.916,30.537,1.058,2.661,6.198
28.56,27.24,26.73,17.47,2.795,31.05,1.056,2.624,7.184
29.85,27.52,25.39,17.24,2.931,31.45,1.15,2.32,6.909
28.43,27.38,29.72,14.47,3.728,29.013,1.048,2.196,5.868
29.99,26.81,24.79,18.41,2.588,31.864,1.093,2.718,6.954
28.86,26.51,28.38,16.25,2.785,30.094,1.041,2.595,6.246
28.15,25.92,28.16,17.77,2.883,30.813,1.21,2.565,6.214
28.35,26.2,28.8,16.65,3.016,30.311,1.202,2.526,5.795
28.64,26.1,28.94,16.32,3.03,29.865,1.172,2.527,5.828
27.02,28.64,29.22,15.12,3.822,30.958,1.145,2.549,5.287
28.09,26.91,29.12,15.88,2.846,30.163,1.151,2.491,6.139
27.31,27.84,26.76,18.09,2.828,32.683,1.195,2.674,6.55
28.3,26.43,29.49,15.78,2.993,29.802,1.16,2.484,5.768
27.9,27.35,26.05,18.7,3.67,32.526,1.27,2.612,5.974
27.35,26.37,30.5,15.78,3.285,29.161,1.111,2.268,6.326
26.83,29.06,29.11,15,4.099,30.505,1.072,2.301,6.08
28.02,27.08,28.5,16.4,2.73,29.857,1.114,2.278,7.499
28,26.85,27.03,18.12,2.757,31.106,1.177,2.372,7.558
29.54,26.55,27.82,16.09,2.672,29.237,1.103,2.187,7.435
27.31,29.98,26.51,16.2,3.943,32.519,1.131,2.241,6.347
27.43,27.03,28.64,16.9,2.811,30.701,1.151,2.172,7.091
28.09,26.85,28.34,16.72,2.896,30.155,1.127,2.078,7.31
26.92,27.01,30.09,15.98,2.796,29.941,1.108,2.416,6.727
27.41,29.73,25.33,17.53,3.692,33.412,1.179,2.551,6.424
27.49,26.46,28.7,17.35,2.952,30.881,1.129,2.33,6.518
27.45,26.63,28.9,17.02,2.905,30.177,1.129,2.262,7.176
27.17,24.87,32.85,15.11,3.003,27.604,1.047,2.244,6.086
27.75,28.32,27.79,16.14,3.828,31.067,1.106,2.428,6.034
28.92,25.77,29.01,16.3,2.881,29.283,1.098,2.296,6.507
29.01,24.85,30.95,15.19,2.926,27.365,1.03,2.222,6.499
27.24,26.92,31.19,14.65,3.295,28.452,1.065,2.166,6.596
28.23,29.24,26.79,15.74,3.748,31.869,1.099,2.401,5.86
28.86,25.67,29.77,15.7,2.843,28.461,1.068,2.237,6.763
27.21,25.21,31.73,15.85,3.045,28.431,1.058,2.285,6.238
27.29,29.7,27.82,15.19,3.507,31.733,1.098,2.384,6.164
27.96,26.23,28.71,17.1,2.933,30.452,1.12,2.387,6.436
28.88,26.86,27.36,16.9,2.834,31.057,1.147,2.397,6.327
26.76,24.62,33.08,15.54,3.071,27.758,1.045,2.241,6.043
26.87,29.5,27.1,16.53,4.213,32.793,1.103,2.471,5.453
27.43,27.42,27.88,17.27,2.88,31.372,1.154,2.41,6.879
27.26,25.34,32.23,15.17,3.058,27.759,1.045,2.18,6.466
28.02,27.98,29.3,14.7,3.208,29.791,1.087,2.284,6.314
27.54,26.36,32.03,14.07,3.076,27.681,1.027,2.153,6.492
26.56,29.14,30.82,13.48,3.349,29.442,1.055,2.226,6.549
26.38,27.4,30.18,16.04,3.051,29.899,1.114,2.27,7.106
28.12,26.45,29.97,15.46,2.994,29.004,1.085,2.22,6.608
27.43,28.45,27.43,16.69,3.56,31.833,1.118,2.344,6.282
28.52,26.1,27.1,18.28,2.762,30.742,1.158,2.312,7.402
30.41,25.41,26.25,17.93,2.59,30.104,1.046,1.947,7.651
28.87,26.7,28.23,16.2,2.943,29.822,1.039,1.923,7.171
27.79,27.38,24.21,20.62,3.858,33.963,1.123,2.124,6.935
28.86,26.7,26.8,17.64,2.717,31.054,1.093,1.855,7.619
28.5,26.92,29.45,15.13,3.145,29.218,1.011,1.833,6.848
27.05,27.58,29.03,16.34,3.133,31.019,0.995,1.948,6.827
28.79,28.42,24.72,18.07,2.966,32.641,1.129,1.958,7.794
25.89,28.19,28.99,16.93,3.092,31.098,1.071,2.035,7.82
27.41,27.42,26.19,18.98,3.485,32.341,1.054,2.117,7.408
28.14,27.93,23.22,20.71,2.832,33.724,1.166,2.163,8.759
25.53,28.12,28.39,17.96,3.016,31.694,1.082,2.058,8.231
28.29,27.06,24.3,20.35,2.708,33.026,1.159,2.082,8.44
25.9,26.96,30.01,17.13,3.555,30.502,1.029,2.063,6.939
28.21,26.6,28.23,16.96,2.788,30.334,1.028,1.976,7.431
26.47,27.11,29.54,16.88,3.476,30.713,1.009,2.026,6.766
27.45,27.83,24.7,20.02,2.978,34.38,1.15,2.213,7.132
26.81,28.39,27.2,17.6,3.203,32.474,1.078,2.144,7.094
28.89,28.55,24.56,18,3.122,32.959,1.082,2.125,7.259
27.18,28.51,24.34,19.97,3.072,33.996,1.134,2.232,8.049
27.53,27.93,26.37,18.17,2.81,32.676,1.093,2.141,7.382
28.59,29.22,22.92,19.27,3.046,34.283,1.133,2.197,7.833
26.61,28.75,25.48,19.16,2.961,34.015,1.125,2.208,7.604
29.74,27.06,26.64,16.56,2.806,30.948,1.001,2.009,6.856
30.41,28.38,22.79,18.42,2.883,33.111,1.081,2.102,7.627
29.61,26.65,27.34,16.4,2.822,30.553,1.021,1.982,6.672
30.05,26.14,28.84,14.97,2.633,28.516,1.048,2.15,6.76
29.93,28.6,23.33,18.14,3.077,32.77,1.169,2.321,7.408
30.29,27.6,23.49,18.62,2.599,32.24,1.18,2.282,7.914
28.42,27.1,27.34,17.14,2.621,30.657,1.11,2.213,7.636
28.59,27.87,24.92,18.62,3.444,32.74,1.107,2.294,6.903
28.27,27.67,26.18,17.88,2.852,31.503,1.146,2.257,7.791
27.18,27.56,28.17,17.09,2.979,30.781,1.132,2.23,7.53
26.82,27.51,26.86,18.81,3.692,32.311,1.101,2.367,6.848
26.83,27.9,27.57,17.7,2.718,31.267,1.133,2.203,8.279
29.4,26.97,27.18,16.45,2.798,30.088,1.104,2.154,7.278
29.31,28.12,23.88,18.69,3.419,32.835,1.114,2.309,7.13
28.22,27.83,25.96,17.99,2.485,31.615,1.16,2.233,8.331
27.83,27.75,27.38,17.04,2.99,31.231,1.108,2.226,7.24
29.27,29.75,23,17.98,3.199,33.138,1.136,2.281,7.977
27.61,28.71,24.11,19.57,2.57,33.654,1.21,2.341,8.502
28.41,26.33,24.28,20.98,3.618,32.77,1.046,2.221,7.659
28.56,29.5,23.36,18.58,3.29,33.846,1.108,2.137,7.697
29.34,27.92,19.08,23.66,3.524,37.146,1.168,2.326,7.412
29.3,28.21,18,24.49,3.204,38.148,1.212,2.399,7.735
28.77,28.38,24.31,18.54,2.968,33.128,1.162,2.293,7.372
26.99,27.53,27.71,17.77,3.234,32.071,1.084,2.291,6.619
27.51,29.14,22.53,20.82,2.858,35.279,1.238,2.41,8.178
25.06,27.54,30.41,16.99,3.162,31.147,1.095,2.235,6.891
26.23,25.65,30.4,17.72,3.588,30.013,1,2.256,6.518
27.45,28.24,27.89,16.42,3.38,31.146,1.034,2.259,6.841
26.77,29.41,23,20.82,2.684,35.252,1.205,2.451,8.642
26.77,29.41,23,20.82,2.684,35.252,1.205,2.451,8.642
26.34,29.41,24.76,19.49,2.797,34.322,1.257,2.369,8.159
26.64,29.27,24.39,19.7,2.747,34.367,1.247,2.377,8.235
26.92,28.94,25.72,18.42,2.543,33.288,1.122,2.362,8.05
29.17,27.94,24.08,18.81,2.553,32.832,1.106,2.301,7.961
27.46,27.9,29.53,15.11,3.156,29.58,1.064,2.111,7.1
28.9,28.06,26.17,16.87,3.131,31.361,1.065,2.232,7.145
28.44,28.48,24.05,19.03,2.703,33.591,1.19,2.378,7.649
27.88,27.46,29.26,15.4,3.202,29.665,0.999,2.229,6.762
30.02,27.79,26,16.19,3.073,30.368,0.978,2.199,7.363
28.06,28.15,26.4,17.39,2.98,31.344,1.052,2.264,7.898
27.82,28.32,26.65,17.21,2.937,31.489,1.059,2.253,7.79
28.72,27.93,24.22,19.13,2.532,33.268,1.116,2.355,7.787
26.71,27.13,28.51,17.65,3.518,30.973,0.972,2.292,7.026
29.25,28.58,23.78,18.39,2.687,32.861,1.079,2.287,8.056
28.33,27.85,27.05,16.77,2.813,31.176,1.031,2.219,7.38
28.67,27.78,26.64,16.91,3.092,31.666,1.128,2.279,6.527
27.62,27.8,27.63,16.95,3.861,31.704,1.089,2.298,5.796
29.06,28.17,25.9,16.87,2.949,31.635,1.133,2.242,7.085
27.78,28.81,25.68,17.73,3.208,33.037,1.174,2.294,6.83
30.15,26.89,26.38,16.58,2.506,30.438,1.065,2.197,7.262
25.08,28.02,31.71,15.19,3.007,30.178,1.042,2.257,6.727
26.99,27.3,28.09,17.62,3.521,32.267,1.064,2.419,5.648
28.16,27.17,28.87,15.8,2.826,30.031,1.008,2.26,6.841
29.08,27.3,28.65,14.97,3.023,29.744,1.065,2.161,6.277
30.43,28.3,26.28,14.99,3.174,30.322,1.066,2.172,6.555
30.02,29.13,25.66,15.19,3.156,30.993,1.079,2.192,6.899
30.31,27.84,26.21,15.64,2.822,30.264,1.065,2.18,7.154
25.27,27.45,31.48,15.8,3.25,29.887,1.035,2.227,6.853
29.3,27.23,25.81,17.66,2.722,30.693,1.092,2.177,8.204
28.65,26.91,28.49,15.95,3.378,29.982,1.002,2.188,6.305
30.71,27.09,24.6,17.6,2.827,30.877,1.082,2.189,7.713
29.45,25.81,29.56,15.18,2.85,28.029,1.002,2.03,7.074
29.21,27.66,29.84,13.29,2.978,27.398,0.925,1.947,7.699
30.66,27.97,24.24,17.13,2.746,31.034,1.051,2.13,8.14
29.48,28.71,24,17.81,2.781,31.953,1.088,2.157,8.536
28.31,26.53,31.3,13.86,3.021,27.514,0.963,2.004,6.887
30.69,26.98,26.88,15.45,3.241,28.958,0.949,2.016,7.264
29.17,25.56,30.64,14.63,2.413,27.078,0.974,1.94,7.781
28.32,27.71,29.19,14.78,3.145,28.994,0.983,2.049,7.317
29.31,27.2,27.81,15.68,2.802,29.553,1.043,2.114,7.37
30.3,28.03,24.29,17.38,3.078,31.731,1.044,2.255,7.299
28.35,28.04,28.7,14.91,2.83,29.406,1.007,2.112,7.592
32.66,28.93,19.82,18.59,3.315,34.026,1.136,2.415,6.628
29.97,29.52,27.32,13.19,3.116,28.979,0.957,2.072,7.584
32.03,27.62,25.2,15.15,2.812,29.872,1.035,2.138,6.913
32.29,28.51,20,19.2,3.047,33.95,1.154,2.428,7.135
30.23,27.37,26.52,15.88,2.551,30.403,1.117,2.129,7.054
31.11,27.52,24.63,16.74,2.543,31.124,1.098,2.219,7.278
30.25,28.05,24.61,17.09,2.61,31.401,1.087,2.251,7.788
29.44,27.5,27.7,15.36,3.1,29.456,0.982,2.13,7.194
28.08,27.91,28.63,15.38,2.584,29.706,1.016,2.137,7.846
28.42,28.49,25.57,17.52,2.333,32.051,1.093,2.257,8.274
28.26,29.28,28.61,13.85,3.382,30.151,0.959,2.147,6.489
30.96,28.35,20.39,20.3,2.044,34.381,1.178,2.408,8.637
29.85,28.18,25.95,16.02,2.797,30.724,0.994,2.196,7.488
30.64,28.1,24.31,16.95,2.382,31.421,1.058,2.227,7.961
30.27,27.74,26.47,15.52,3.12,29.904,0.957,2.137,7.143
28.56,28.99,25.45,17,2.676,31.841,1.075,2.193,8.202
28.44,27.74,27.46,16.36,2.733,30.832,1.061,2.276,7.198
30.46,27.44,25.78,16.32,3.25,30.725,1.008,2.21,6.563
29.33,28.54,23.21,18.92,2.562,32.948,1.111,2.388,8.455
30.67,27.56,23.34,18.43,2.546,33.185,1.118,2.369,6.771
30.3,27.57,23.87,18.26,2.486,31.953,1.094,2.359,7.935
29.68,26.61,29.88,13.83,2.929,27.746,0.926,2.05,6.784
29.82,27.78,25.18,17.22,2.587,31.195,1.067,2.245,7.901
29.22,27.92,24.95,17.91,2.54,31.928,1.089,2.286,7.983
29.84,26.69,26.72,16.75,2.702,30.021,1.032,2.189,7.494
29.1,26.78,30.28,13.84,2.873,27.69,0.898,2.002,7.157
29.61,27.05,29.31,14.03,3.12,28.296,0.96,2.061,6.644
30.16,27.45,25.88,16.51,2.563,30.594,1.051,2.172,7.578
29.49,27.86,26.72,15.93,2.752,30.069,1.029,2.139,7.807
28.95,27.12,29.27,14.66,2.762,28.666,0.984,2.089,7.278
30.93,27.96,23.37,17.74,2.902,32.048,1.061,2.272,7.419
30.43,28.45,23.18,17.94,2.669,32.342,1.068,2.276,8.034
30.69,27.31,25.59,16.41,2.713,30.509,1.041,2.209,7.249
30.19,26.65,28.8,14.36,3.101,28.34,0.952,2.878,5.743
30.75,27.43,23.89,17.93,2.638,31.688,1.076,2.251,7.704
28.68,27.23,27.73,16.36,2.755,30.632,1.058,2.257,6.884
31.23,28.94,22.39,17.44,2.671,32.383,1.089,2.274,7.963
30.1,28.5,20.97,20.43,2.471,34.599,1.19,2.449,8.222
29.61,27.31,25.82,17.26,2.654,30.717,1.016,2.128,8.054
28.7,26.01,29.26,16.03,3.004,29.103,0.971,2.028,6.931
28.45,26.3,29.94,15.31,2.895,28.844,0.964,2.055,6.854
29.76,27.61,24.21,18.42,2.389,32.885,1.169,2.332,7.259
29.23,28.33,24.48,17.96,2.485,32.342,1.14,2.293,8.031
30.04,28.55,20.96,20.45,2.406,35.092,1.23,2.466,7.808
29.86,27.72,25.45,16.97,2.742,31.678,1.044,2.257,6.971
29.67,27,26.79,16.54,2.803,30.88,1.072,2.248,6.536
28.99,27.95,25.64,17.42,2.851,32.367,1.12,2.344,6.691
28.49,26.92,29.31,15.28,2.622,29.545,0.975,2.153,6.905
28.25,27.54,29.33,14.88,2.906,29.334,1.025,2.132,7.019
25.83,28.74,29.68,15.75,3.023,30.863,1.019,2.219,7.363
28.99,28.43,27.14,15.44,3.168,30.521,1.016,2.215,6.955
28.62,27.77,27.92,15.69,3.26,30.164,1.002,2.182,6.849
29.05,27.79,28,15.16,2.535,29.218,0.991,2.099,8.108
29.31,27.1,27.96,15.63,2.923,29.732,0.989,2.099,6.987
28.85,28.32,27.04,15.79,2.637,30.155,1.013,2.117,8.19
29.65,27.81,26.54,16,2.66,30.235,1.037,2.103,7.776
28.67,27.27,29.21,14.85,2.756,29.02,1.001,2.092,7.251
29.38,28.11,25.88,16.63,2.765,30.896,1.043,2.174,7.859
28.94,25.92,29.68,15.46,2.763,28.311,1.007,2.095,7.202
28.94,27.95,25.95,17.16,2.84,31.736,1.092,2.263,7.177
28.83,28.08,26.3,16.79,2.832,31.148,1.112,2.206,7.572
32.19,26.49,25.41,15.91,2.595,29.238,0.978,2.147,7.44
31.15,27.53,24.9,16.42,2.654,30.521,1.024,2.203,7.548
30.51,26.33,26.76,16.4,2.675,29.517,1.015,2.159,7.365
30.24,25.56,28.2,16,2.737,28.744,0.984,2.126,6.965
29.89,26.64,26.82,16.65,2.728,29.868,1.01,2.167,7.514
31.48,27.12,24.44,16.96,2.58,30.421,1.041,2.178,7.863
30.78,27.97,24.45,16.8,2.527,30.993,1.038,2.205,8.01
30.78,27.79,23.4,18.03,2.751,32.12,1.102,2.268,7.579
31.12,26.99,25.54,16.35,2.652,30.169,1.036,2.172,7.312
31.21,28.57,22.22,18,2.66,32.545,1.097,2.287,7.983
31.48,26.7,26.15,15.67,2.404,28.981,1.017,2.063,7.901
30.82,28.21,21.81,19.16,2.666,33.552,1.173,2.37,7.61
31.18,27.9,24.53,16.39,2.93,30.753,1.052,2.163,7.387
29.92,29.11,21.46,19.51,2.302,34.284,1.18,2.377,8.475
30.9,28.84,20.7,19.56,2.358,34.321,1.183,2.375,8.159
30.28,28.85,21.34,19.53,2.551,34.435,1.159,2.181,8.054
30.13,29.23,20.14,20.5,2.43,35.012,1.154,2.449,8.683
29.69,29.09,21.56,19.66,2.55,34.731,1.137,2.412,7.919
30.19,28.65,22.18,18.98,2.327,33.108,1.103,2.313,8.78
29.04,29.33,22.72,18.91,2.467,33.562,1.106,2.362,8.74
29.16,29.39,21.59,19.86,2.442,34.36,1.163,2.383,8.897
29.17,27.83,25.84,17.16,2.455,30.914,1.051,2.229,8.34
31.59,27.81,22.3,18.3,2.273,32.319,1.091,2.368,8.063
29.74,29.06,22.16,19.04,2.266,33.478,1.127,2.397,8.837
29.77,28.25,24.48,17.5,2.658,32.304,1.115,2.368,7.303
30.43,28.32,22.09,19.16,2.418,33.616,1.155,2.416,7.874
31.13,28.97,21.37,18.53,2.486,34.071,1.265,2.463,7.21
30.11,27.56,24.08,18.25,2.768,30.26,1.087,2.125,9.572
29.53,28.03,23.43,19.01,3.07,31.292,1.096,2.167,9.414
29.95,28.31,22.83,18.91,2.922,31.475,1.097,2.174,9.556
31.89,28.76,18.22,21.13,2.91,36.929,1.339,2.645,6.071
31.19,28.59,20.19,20.03,2.743,35.383,1.333,2.534,6.626
29.96,28.57,21.82,19.65,2.28,34.076,1.222,2.454,8.189
28.28,30.69,26.07,14.96,2.697,31.06,1.101,2.296,8.499
29.29,27.79,24.7,18.22,2.63,30.242,1.084,2.126,9.931
29.46,29.48,24.34,16.72,2.528,31.796,1.122,2.315,8.442
28.61,28.51,27.38,15.5,2.599,30.396,1.106,2.257,7.649
30.98,27.98,22.57,18.47,2.669,30.601,1.104,2.098,9.982
30.49,27.84,22.79,18.88,2.809,31.109,1.1,2.168,9.538
30.53,27.36,26.68,15.43,3.161,30.751,1.167,2.274,5.439
31.25,28.01,22.49,18.25,2.786,33.697,1.258,2.464,6.057
30.82,28.27,22.84,18.07,2.831,33.728,1.262,2.481,6.04
29.53,26.96,25.4,18.11,2.624,31.272,1.136,2.304,7.73
29.19,27.98,23.9,18.93,2.775,32.946,1.155,2.366,7.669
29.56,28.21,22.8,19.43,2.694,33.601,1.188,2.413,7.743
29.31,28,24.99,17.7,2.757,32.133,1.177,2.389,7.247
27.5,27.04,30.29,15.17,2.766,29.39,1.093,2.249,6.712
30.23,27.88,23.06,18.83,2.735,32.999,1.172,2.385,7.42
28.05,27.21,29.66,15.08,2.989,29.452,1.058,2.267,6.521
29.05,27.64,26.23,17.08,3.57,31.449,1.116,2.358,6.223
28.76,27.05,29.16,15.03,2.765,28.376,1.021,2.21,7.705
28.96,27.95,25.61,17.48,2.743,31.738,1.138,2.324,7.485
30.06,28.42,19.64,21.88,2.773,35.786,1.234,2.541,7.967
29.67,27.92,22.44,19.97,2.528,33.709,1.192,2.421,8.045
29.95,29.08,22.73,18.24,2.583,32.64,1.14,2.325,8.635
27.99,29.54,28.93,13.54,3.608,29.968,1.009,2.22,6.274
29.32,27.52,23.21,19.95,2.032,33.136,1.194,2.382,8.726
28.85,29.04,25.63,16.48,3.158,32.125,1.12,2.361,6.754
30.41,29.24,18.74,21.61,2.121,35.962,1.393,2.546,8.829
29.03,27.93,25.06,17.98,2.409,32.166,1.2,2.346,7.794
28.71,28.08,21.66,21.55,2.176,34.695,1.307,2.414,9.04
29.33,27.17,23.29,20.21,2.148,32.958,1.246,2.361,8.663
30.55,26.92,21.47,21.06,2.289,34.038,1.266,2.442,7.941
30.61,26.77,22.43,20.19,2.287,32.869,1.223,2.379,8.204
29.6,28.93,18.94,22.53,2.066,36.213,1.313,2.553,9.318
29.85,28.84,19.16,22.15,2.242,35.847,1.293,2.514,9.093
30.26,29.02,19.11,21.61,2.38,35.715,1.295,2.513,8.728
29.52,29.51,20.83,20.14,2.591,34.614,1.252,2.431,8.766
29.78,28.61,20.37,21.24,2.219,34.974,1.278,2.495,8.884
30.16,28.95,20.07,20.82,2.204,34.922,1.257,2.45,8.938
30.42,28.8,18.58,22.2,2.447,35.577,1.253,2.5,9.227
31.04,28.38,22.61,17.97,2.371,32.757,1.193,2.374,7.658
30.68,29.24,18.41,21.67,2.253,35.803,1.332,2.533,8.99
30.25,29.13,20.05,20.57,2.218,34.644,1.295,2.471,9.076
29.48,29.8,20.28,20.44,2.204,35.202,1.318,2.52,8.997
29.77,29.15,17.82,23.26,2.009,36.913,1.413,2.575,9.5
30.34,28.31,19.72,21.63,2.117,35.01,1.302,2.439,9.075
30.36,28.04,20.72,20.88,2.044,34.182,1.259,2.379,9.052
29.76,28.86,19.23,22.15,1.994,36.007,1.315,2.516,9.18
30.64,28.04,21.21,20.11,2.467,33.67,1.21,2.339,8.459
32.53,27.48,18.59,21.4,2.308,34.654,1.264,2.382,8.276
30.95,28.02,19.97,21.06,2.389,34.377,1.279,2.365,8.672
30.45,28.51,20.11,20.93,2.397,34.698,1.277,2.376,8.692
29.56,29.33,23.8,17.31,3.216,33.065,1.144,2.287,6.926
27.36,30.29,26.08,16.27,3.545,32.502,1.13,2.314,7.07
28.33,29.86,23.4,18.41,2.885,33.625,1.193,2.387,8.184
28.07,29.62,28.57,13.74,3.669,29.849,1.132,2.243,6.469
29.19,29.07,27.02,14.72,3.644,30.341,1.095,2.229,6.482
29.14,27.49,25.73,17.64,2.551,32.055,1.191,2.471,6.863
30.39,28.43,21.5,19.68,2.499,33.753,1.239,2.43,8.191
29.5,29.38,21.05,20.07,2.409,34.619,1.282,2.483,8.654
29.12,28.77,23.01,19.1,2.223,33.581,1.26,2.404,8.402
29.14,29.13,21.83,19.9,2.176,34.114,1.293,2.436,9.007
28.07,29.4,22,20.53,2.202,34.632,1.31,2.445,9.344
29.54,29.1,21.84,19.52,2.303,34.309,1.226,2.43,8.349
29.4,29.56,21.15,19.89,2.205,34.348,1.241,2.408,9.248
29.35,28.64,21.64,20.37,2.151,34.43,1.266,2.415,8.747
30.4,29.15,18.59,21.86,1.94,35.827,1.326,2.469,9.444
30.26,29.41,18.3,22.03,1.966,36.089,1.332,2.458,9.594
30.47,28.74,20.99,19.8,2.034,33.694,1.232,2.339,9.242
30.24,29.65,19.71,20.4,1.907,34.817,1.285,2.395,9.649
30.04,28.56,22.21,19.19,2.07,33.438,1.202,2.363,8.677
30.91,28.39,20.23,20.47,2.204,34.39,1.253,2.38,8.629
31.42,27.71,21.74,19.13,2.283,33.046,1.176,2.329,8.002
28.94,29.24,22.37,19.45,2.393,34.287,1.253,2.395,8.366
29.62,27.66,25.78,16.94,2.749,31.498,1.135,2.315,6.904
29.37,29.33,22.43,18.87,2.528,34.28,1.221,2.414,7.759
32.37,28.65,17.28,21.7,2.585,36.455,1.288,2.542,7.485
32.3,28.99,18.08,20.63,2.105,35.178,1.216,2.475,8.642
31.69,29.38,15.98,22.95,2.316,37.743,1.335,2.642,8.293
30.68,29.84,18.57,20.91,2.685,35.552,1.281,2.39,8.844
32.03,29.1,18.82,20.05,2.502,34.975,1.227,2.394,8.055
33.93,28.74,13.55,23.78,2.065,37.008,1.337,2.442,9.666
32.35,29.69,16.71,21.25,2.427,36.19,1.302,2.469,8.553
29.79,28.11,23.59,18.51,2.441,32.993,1.156,2.37,7.663
30.24,28.97,21.2,19.59,2.325,34.708,1.232,2.472,7.819
30.94,28.22,22.07,18.77,2.281,32.982,1.151,2.305,8.27
29.53,28.9,22.7,18.87,2.454,33.895,1.213,2.429,7.78
29.74,28.14,23.78,18.34,2.525,33.003,1.171,2.364,7.411
30.76,29.77,21.89,17.58,2.476,32.131,1.121,2.169,9.458
33.01,28.48,17.71,20.8,2.38,34.501,1.231,2.307,8.859
32.27,28.42,18.2,21.11,2.424,34.826,1.234,2.306,8.741
31.6,28.31,21.27,18.82,2.345,32.608,1.163,2.263,8.755
32.04,28.93,18.97,20.06,2.316,34.486,1.205,2.33,8.655
32.14,29.8,16.63,21.43,2.266,35.935,1.237,2.388,9.407
30.57,28.11,22.36,18.96,2.292,33.53,1.183,2.398,7.665
28.76,28.85,25.5,16.89,2.633,32.6,1.144,2.37,6.991
31.27,27.14,23.66,17.93,2.405,32.062,1.161,2.333,7.108
32.4,29.05,17.55,21,2.371,35.016,1.262,2.413,8.987
32.52,28.45,18.4,20.63,2.49,34.781,1.255,2.41,8.145
32.23,28.85,19.17,19.75,2.375,34.099,1.194,2.324,8.612
33.23,29.14,16.51,21.12,2.261,35.288,1.255,2.403,9.05
31.81,27.34,23.08,17.77,2.368,31.287,1.156,2.218,8.078
30.54,26.79,24.78,17.89,2.557,31.037,1.146,2.216,7.726
27.94,29.04,27.56,15.46,3.131,31.073,1.181,2.143,6.973
30.58,28.83,23.44,17.15,2.402,31.956,1.18,2.192,8.253
29.6,28.91,23.07,18.42,2.568,32.969,1.229,2.262,8.298
31.88,27.83,21.04,19.25,2.398,33.219,1.226,2.315,7.92
30.2,28.44,23.33,18.03,2.501,32.187,1.204,2.213,8.364
31.02,28.44,20.85,19.69,2.231,33.811,1.282,2.374,8.433
28.22,29.41,25.82,16.55,2.596,31.734,1.196,2.272,8.161
29.61,28.71,22.4,19.28,2.192,33.616,1.261,2.389,8.527
28.15,28.06,25.5,18.29,2.34,32.209,1.199,2.41,8.193
28.22,28.25,26.3,17.23,2.685,31.841,1.156,2.346,7.452
27.85,28.39,25.9,17.86,2.757,32.398,1.163,2.367,7.56
27.73,29.23,27.05,15.99,2.782,30.921,1.144,2.274,8.095
28.4,27.84,27.81,15.95,2.603,29.9,1.128,2.102,8.054
28.97,25.92,28.75,16.36,3.228,29.195,1.128,2.163,6.567
28.92,27.35,31.88,11.85,3.494,27.068,1.018,2.138,5.479
28.03,26.32,32.34,13.31,2.718,28.554,1.09,2.315,4.957
28.73,26.52,29.12,15.63,3.074,28.84,1.115,2.161,6.954
27.3,26.25,29.95,16.5,3.081,26.99,1.032,1.853,9.796
30.95,27.75,24.04,17.26,2.763,31.336,1.174,2.221,7.515
30.78,28.08,24.51,16.63,3.723,32.684,1.195,2.203,4.902
30.4,29.71,23.02,16.87,2.922,32.493,1.206,2.269,7.684
30.17,29.53,24.62,15.68,3.059,31.583,1.172,2.227,7.163
29.65,30.11,21.5,18.74,3.202,32.87,1.231,2.263,9.279
30.63,30.18,22.13,17.06,2.303,32.322,1.216,2.191,9.206
28.92,29.05,25.81,16.22,3.127,31.671,1.135,2.255,7.078
28.82,28.05,26.57,16.56,2.925,30.994,1.127,2.224,7.345
29.81,28.18,24.36,17.65,2.856,32.196,1.13,2.347,7.303
